height,weight,rank
167,98,4th
157,64,4th
179,55,3rd
191,90,1st
143,65,5th
187,57,3rd
169,68,1st
198,64,3rd
145,101,5th
205,99,4th
166,50,3rd
150,76,4th
165,82,3rd
178,75,1st
160,56,1st
152,68,4th
165,69,2nd
137,75,6th
196,96,1st
149,62,4th
158,60,4th
191,105,2nd
151,67,4th
176,110,4th
170,78,2nd
146,47,4th
201,67,3rd
145,97,5th
168,76,2nd
194,80,1st
142,90,5th
139,94,6th
170,73,2nd
175,101,3rd
156,51,4th
169,45,4th
200,80,1st
170,45,4th
148,50,4th
206,57,4th
182,64,2nd
204,103,4th
141,46,5th
149,81,4th
174,57,2nd
197,92,1st
180,99,3rd
178,68,1st
159,100,4th
190,83,1st
188,95,2nd
174,61,1st
164,66,1st
195,46,4th
173,84,2nd
174,56,3rd
205,89,4th
198,91,1st
143,81,5th
193,54,4th
180,95,2nd
140,106,6th
177,79,2nd
150,67,4th
167,52,2nd
157,90,4th
196,99,2nd
182,100,3rd
147,100,4th
147,79,4th
160,67,2nd
184,72,1st
139,81,6th
198,81,1st
151,61,4th
172,74,2nd
182,88,2nd
176,45,4th
167,77,2nd
196,94,1st
165,50,3rd
171,67,1st
135,98,6th
201,73,3rd
199,77,2nd
183,104,3rd
206,69,4th
143,96,5th
205,79,4th
153,75,4th
191,69,2nd
157,73,4th
144,98,5th
201,110,2nd
182,53,3rd
184,108,3rd
159,66,2nd
169,45,4th
195,73,2nd
162,66,2nd
184,103,3rd
200,48,4th
187,105,3rd
148,62,4th
192,65,3rd
205,80,4th
167,84,3rd
158,73,4th
206,64,4th
140,109,6th
167,90,3rd
173,108,4th
196,110,2nd
164,74,2nd
184,52,4th
199,62,4th
136,77,6th
150,93,4th
144,58,5th
168,81,2nd
147,61,4th
181,69,1st
185,76,1st
178,91,2nd
141,69,5th
184,95,2nd
146,53,4th
158,55,4th
156,50,4th
203,94,1st
166,73,2nd
161,72,2nd
149,104,4th
190,110,3rd
155,90,4th
183,77,1st
167,79,2nd
137,52,6th
161,53,1st
176,56,3rd
199,48,4th
163,92,3rd
166,86,3rd
202,104,2nd
152,63,4th
152,69,4th
180,108,3rd
135,81,6th
158,87,4th
171,102,3rd
193,92,1st
168,88,3rd
140,50,6th
135,82,6th
192,48,4th
176,70,1st
147,82,4th
180,108,3rd
193,73,2nd
138,86,6th
169,96,3rd
140,78,6th
194,59,4th
165,97,4th
177,71,1st
180,60,2nd
153,84,4th
163,45,3rd
162,95,4th
146,105,4th
179,81,2nd
162,54,1st
138,81,6th
149,100,4th
206,109,4th
196,94,1st
167,104,4th
169,108,4th
174,104,3rd
154,59,4th
183,107,3rd
152,68,4th
142,63,5th
135,84,6th
204,95,4th
187,80,1st
189,95,2nd
192,86,1st
181,85,2nd
185,83,1st
135,106,6th
151,101,4th
185,105,3rd
197,47,4th
191,86,1st
159,85,3rd
160,86,3rd
177,56,3rd
204,54,4th
199,47,4th
142,86,5th
177,64,1st
186,78,1st
190,107,2nd
196,78,1st
177,46,4th
163,70,2nd
185,61,3rd
171,59,1st
161,48,2nd
162,88,3rd
153,110,4th
205,72,4th
148,66,4th
171,49,3rd
155,55,4th
182,105,3rd
162,83,3rd
206,59,4th
185,46,4th
197,99,2nd
176,61,2nd
150,73,4th
169,103,4th
190,97,2nd
203,94,1st
150,105,4th
174,59,2nd
185,67,2nd
139,107,6th
167,97,3rd
202,60,4th
195,102,2nd
171,102,3rd
187,94,2nd
163,67,2nd
158,49,4th
145,55,5th
156,66,4th
166,84,3rd
192,47,4th
162,97,4th
159,69,2nd
193,91,1st
200,94,1st
182,98,2nd
179,58,3rd
198,66,3rd
187,69,2nd
184,68,1st
200,105,2nd
168,109,4th
156,103,4th
149,73,4th
193,68,3rd
160,54,1st
146,76,4th
147,62,4th
194,71,2nd
155,47,4th
158,45,4th
154,107,4th
138,49,6th
195,53,4th
139,100,6th
153,72,4th
143,105,5th
154,46,4th
192,74,1st
168,103,4th
174,63,1st
162,68,2nd
161,104,4th
197,95,1st
176,64,1st
167,66,1st
185,54,4th
148,52,4th
181,47,4th
177,52,3rd
144,104,5th
190,60,3rd
145,92,5th
135,81,6th
175,57,2nd
185,105,3rd
185,47,4th
203,81,2nd
141,95,5th
174,89,2nd
181,58,3rd
153,66,4th
145,100,5th
142,80,5th
141,68,5th
192,79,1st
149,94,4th
136,71,6th
192,110,2nd
142,93,5th
142,53,5th
169,68,1st
173,67,1st
176,96,3rd
206,80,4th
184,76,1st
179,73,1st
179,47,4th
171,58,2nd
166,75,2nd
151,98,4th
171,96,3rd
159,110,4th
152,110,4th
147,83,4th
163,51,2nd
152,90,4th
206,97,4th
161,78,3rd
183,90,2nd
176,59,2nd
159,66,2nd
171,91,3rd
199,49,4th
201,85,1st
151,83,4th
151,92,4th
165,76,2nd
151,58,4th
148,85,4th
198,54,4th
180,84,2nd
175,109,4th
180,51,4th
182,74,1st
145,87,5th
199,45,4th
138,45,6th
194,61,3rd
200,54,4th
185,53,4th
201,98,1st
164,57,1st
197,89,1st
149,58,4th
157,83,4th
187,89,2nd
170,56,2nd
200,75,2nd
187,87,1st
193,45,4th
146,89,4th
137,57,6th
200,50,4th
170,107,4th
173,50,3rd
151,98,4th
172,46,4th
167,98,4th
186,77,1st
202,87,1st
144,90,5th
196,97,2nd
198,110,2nd
195,95,1st
148,56,4th
136,65,6th
183,76,1st
199,73,3rd
157,103,4th
201,104,2nd
193,102,2nd
185,70,1st
164,54,1st
156,108,4th
204,72,4th
144,106,5th
168,101,4th
171,80,2nd
148,45,4th
172,66,1st
193,57,4th
171,106,4th
168,61,1st
184,56,3rd
136,45,6th
176,77,1st
200,74,2nd
181,63,2nd
142,49,5th
196,86,1st
187,64,3rd
157,71,4th
173,83,2nd
173,63,1st
179,104,3rd
164,95,4th
176,84,2nd
192,59,3rd
179,104,3rd
187,77,1st
172,93,3rd
200,57,4th
170,46,4th
173,103,3rd
195,89,1st
164,46,3rd
201,94,1st
135,95,6th
162,96,4th
150,91,4th
164,74,2nd
187,50,4th
192,57,4th
166,50,3rd
197,82,1st
179,87,2nd
148,106,4th
180,89,2nd
166,105,4th
136,53,6th
202,75,3rd
157,46,4th
142,82,5th
176,107,3rd
192,107,2nd
202,64,4th
154,107,4th
187,75,1st
197,96,1st
182,52,4th
162,100,4th
135,88,6th
151,45,4th
198,67,3rd
186,108,3rd
180,93,2nd
150,54,4th
135,50,6th
159,97,4th
139,72,6th
153,75,4th
148,71,4th
155,57,4th
156,65,4th
166,99,4th
177,108,3rd
167,78,2nd
144,89,5th
156,99,4th
172,74,2nd
144,56,5th
153,93,4th
162,78,2nd
181,67,1st
197,46,4th
182,57,3rd
151,69,4th
185,65,2nd
170,73,2nd
159,49,2nd
171,70,1st
176,94,3rd
187,105,3rd
151,56,4th
184,70,1st
170,55,2nd
139,54,6th
188,58,3rd
151,94,4th
145,89,5th
136,51,6th
198,88,1st
181,82,2nd
206,105,4th
150,71,4th
165,45,3rd
194,68,3rd
162,62,1st
150,68,4th
175,94,3rd
184,98,2nd
206,94,4th
161,61,1st
138,72,6th
200,83,1st
151,93,4th
170,66,1st
135,78,6th
197,65,3rd
149,93,4th
176,101,3rd
206,72,4th
171,62,1st
173,69,1st
199,101,2nd
155,63,4th
201,88,1st
169,108,4th
202,77,2nd
192,108,2nd
182,52,4th
196,66,3rd
159,104,4th
136,70,6th
135,71,6th
169,57,2nd
143,83,5th
154,96,4th
188,71,1st
175,92,3rd
204,77,4th
186,46,4th
161,54,1st
177,71,1st
160,60,1st
205,64,4th
198,47,4th
165,90,3rd
141,55,5th
146,94,4th
138,62,6th
161,56,1st
169,49,3rd
147,105,4th
151,79,4th
152,105,4th
169,98,3rd
170,65,1st
141,65,5th
145,66,5th
185,91,2nd
160,65,2nd
137,68,6th
138,110,6th
138,75,6th
167,103,4th
155,68,4th
158,91,4th
194,101,2nd
160,83,3rd
163,70,2nd
179,94,2nd
194,78,1st
196,58,4th
182,98,2nd
206,54,4th
142,70,5th
180,64,2nd
165,98,4th
185,70,1st
198,89,1st
195,64,3rd
158,80,4th
155,62,4th
206,92,4th
158,93,4th
202,97,1st
189,60,3rd
162,88,3rd
182,100,3rd
157,52,4th
140,50,6th
170,109,4th
175,66,1st
179,107,3rd
158,107,4th
185,89,2nd
175,86,2nd
194,101,2nd
154,80,4th
147,103,4th
145,52,5th
138,53,6th
160,77,3rd
146,109,4th
194,97,2nd
168,109,4th
188,86,1st
171,62,1st
153,56,4th
201,74,3rd
180,51,4th
189,51,4th
206,52,4th
202,85,1st
171,97,3rd
151,77,4th
154,102,4th
173,57,2nd
169,55,2nd
138,76,6th
185,106,3rd
188,106,2nd
201,101,1st
179,70,1st
166,89,3rd
198,108,2nd
163,75,2nd
156,46,4th
189,104,2nd
196,93,1st
154,79,4th
146,85,4th
200,95,1st
155,58,4th
136,90,6th
181,101,3rd
204,46,4th
156,93,4th
174,75,1st
163,86,3rd
165,48,3rd
194,57,4th
139,91,6th
167,67,1st
151,74,4th
167,107,4th
135,59,6th
154,48,4th
187,106,3rd
154,54,4th
189,81,1st
203,56,4th
161,54,1st
168,93,3rd
139,80,6th
197,67,3rd
151,76,4th
156,107,4th
179,110,3rd
170,85,2nd
174,99,3rd
178,66,1st
161,49,2nd
162,50,2nd
190,47,4th
150,95,4th
147,92,4th
142,47,5th
148,63,4th
194,77,1st
181,80,1st
137,48,6th
176,47,4th
190,105,2nd
200,97,1st
141,99,5th
198,98,1st
181,69,1st
150,81,4th
158,46,4th
164,56,1st
155,52,4th
142,87,5th
142,75,5th
143,89,5th
148,64,4th
159,72,2nd
206,68,4th
169,91,3rd
174,86,2nd
189,58,3rd
206,94,4th
182,95,2nd
172,73,1st
186,69,2nd
153,58,4th
206,57,4th
164,46,3rd
165,65,1st
201,57,4th
163,52,2nd
176,88,2nd
202,93,1st
180,60,2nd
189,106,2nd
204,51,4th
156,45,4th
139,46,6th
202,65,4th
172,83,2nd
138,49,6th
166,77,2nd
138,83,6th
164,72,2nd
185,49,4th
155,75,4th
187,66,2nd
177,105,3rd
151,101,4th
136,59,6th
186,94,2nd
189,109,3rd
180,86,2nd
181,61,2nd
156,99,4th
164,67,1st
160,96,4th
144,48,5th
178,62,2nd
193,101,2nd
182,90,2nd
137,59,6th
187,92,2nd
159,50,2nd
144,47,5th
189,103,2nd
169,58,1st
186,82,1st
140,107,6th
145,85,5th
158,94,4th
137,64,6th
137,49,6th
173,93,3rd
186,108,3rd
135,79,6th
192,70,2nd
197,100,2nd
206,80,4th
201,54,4th
190,58,3rd
142,71,5th
159,95,4th
146,60,4th
194,57,4th
181,59,3rd
184,69,1st
201,51,4th
163,90,3rd
156,49,4th
168,48,3rd
186,97,2nd
147,86,4th
136,52,6th
139,103,6th
164,89,3rd
194,52,4th
147,85,4th
168,48,3rd
169,61,1st
151,59,4th
156,96,4th
184,48,4th
183,105,3rd
168,97,3rd
185,47,4th
155,99,4th
196,56,4th
152,72,4th
206,59,4th
139,89,6th
168,95,3rd
172,73,1st
143,78,5th
186,88,2nd
148,68,4th
196,109,2nd
163,75,2nd
163,74,2nd
137,46,6th
194,51,4th
152,86,4th
157,49,4th
202,49,4th
168,59,1st
182,52,4th
182,53,3rd
206,54,4th
136,69,6th
158,104,4th
171,86,2nd
143,46,5th
164,54,1st
143,100,5th
184,99,2nd
184,60,3rd
163,103,4th
138,53,6th
194,109,2nd
139,90,6th
166,73,2nd
144,62,5th
148,60,4th
168,56,2nd
196,72,2nd
158,50,4th
150,68,4th
145,66,5th
141,49,5th
154,83,4th
199,91,1st
153,95,4th
172,71,1st
145,104,5th
167,54,2nd
170,50,3rd
141,50,5th
138,96,6th
155,92,4th
148,94,4th
170,108,4th
206,59,4th
142,51,5th
149,108,4th
181,63,2nd
203,80,2nd
167,102,4th
206,61,4th
161,91,4th
168,61,1st
174,56,3rd
200,79,2nd
149,65,4th
193,63,3rd
159,63,1st
187,74,1st
147,71,4th
181,74,1st
159,50,2nd
157,106,4th
180,61,2nd
169,78,2nd
184,46,4th
146,109,4th
141,104,5th
152,95,4th
158,77,4th
197,53,4th
192,55,4th
143,66,5th
157,72,4th
190,99,2nd
183,87,2nd
188,46,4th
156,96,4th
150,75,4th
182,87,2nd
158,95,4th
173,96,3rd
175,46,4th
149,87,4th
206,96,4th
165,81,2nd
140,108,6th
178,79,1st
183,71,1st
152,97,4th
138,108,6th
187,50,4th
166,75,2nd
190,99,2nd
178,55,3rd
181,53,3rd
195,95,1st
171,83,2nd
178,49,4th
195,64,3rd
177,67,1st
139,76,6th
148,53,4th
135,110,6th
173,87,2nd
157,67,4th
148,78,4th
165,76,2nd
135,100,6th
187,52,4th
136,62,6th
140,79,6th
199,83,1st
197,78,1st
203,45,4th
204,96,4th
202,76,2nd
143,99,5th
201,88,1st
180,93,2nd
174,78,2nd
167,67,1st
190,57,4th
165,58,1st
206,83,4th
142,106,5th
143,89,5th
156,71,4th
162,89,3rd
152,107,4th
158,50,4th
146,62,4th
177,100,3rd
172,101,3rd
172,65,1st
185,106,3rd
164,88,3rd
204,108,4th
186,87,2nd
141,48,5th
160,72,2nd
153,51,4th
194,83,1st
153,102,4th
140,77,6th
147,69,4th
153,106,4th
198,109,2nd
189,52,4th
168,102,4th
142,82,5th
164,83,3rd
159,46,3rd
190,64,3rd
192,94,2nd
196,46,4th
187,69,2nd
165,109,4th
143,106,5th
144,88,5th
190,57,4th
159,51,1st
170,76,2nd
183,101,3rd
177,56,3rd
199,79,2nd
198,67,3rd
195,108,2nd
179,87,2nd
152,110,4th
199,52,4th
164,57,1st
190,46,4th
136,69,6th
143,93,5th
182,100,3rd
181,67,1st
179,101,3rd
174,76,2nd
185,100,2nd
155,65,4th
190,88,1st
200,97,1st
161,70,2nd
175,86,2nd
135,64,6th
155,102,4th
139,93,6th
188,45,4th
139,75,6th
197,87,1st
203,80,2nd
163,87,3rd
170,45,4th
172,50,3rd
173,98,3rd
158,52,4th
142,60,5th
147,97,4th
136,95,6th
147,103,4th
179,54,3rd
188,87,1st
180,84,2nd
168,107,4th
184,57,3rd
135,52,6th
169,55,2nd
203,78,2nd
167,46,3rd
135,109,6th
189,92,2nd
153,57,4th
173,85,2nd
184,85,2nd
159,96,4th
204,102,4th
180,61,2nd
191,54,4th
166,84,3rd
195,100,2nd
199,92,1st
184,81,1st
172,51,3rd
138,57,6th
202,46,4th
159,77,3rd
164,78,2nd
199,69,3rd
184,55,3rd
138,63,6th
174,76,2nd
174,104,3rd
155,56,4th
198,78,2nd
151,77,4th
162,94,4th
205,51,4th
171,91,3rd
177,109,3rd
143,93,5th
182,63,2nd
201,57,4th
186,103,2nd
161,95,4th
184,91,2nd
199,95,1st
182,66,2nd
150,78,4th
161,92,4th
152,73,4th
181,98,2nd
202,99,1st
161,53,1st
168,51,3rd
151,70,4th
146,104,4th
151,78,4th
140,87,6th
157,55,4th
202,96,1st
198,96,1st
193,54,4th
149,96,4th
169,85,2nd
151,48,4th
203,95,1st
190,60,3rd
177,57,3rd
145,74,5th
159,72,2nd
159,80,3rd
189,91,2nd
195,83,1st
184,81,1st
166,108,4th
192,82,1st
147,97,4th
196,96,1st
189,96,2nd
172,49,3rd
159,65,2nd
166,58,1st
135,91,6th
158,90,4th
146,106,4th
166,65,1st
182,95,2nd
195,70,3rd
189,94,2nd
148,67,4th
183,77,1st
173,82,2nd
165,49,3rd
155,70,4th
177,110,4th
196,81,1st
173,76,2nd
151,72,4th
176,47,4th
192,45,4th
152,73,4th
192,98,2nd
193,83,1st
150,52,4th
136,65,6th
191,83,1st
172,62,1st
165,91,3rd
178,110,3rd
158,94,4th
206,61,4th
139,91,6th
201,99,1st
180,82,2nd
192,81,1st
161,79,3rd
195,64,3rd
177,87,2nd
144,74,5th
173,87,2nd
159,103,4th
191,69,2nd
192,66,3rd
164,90,3rd
163,99,4th
164,103,4th
200,65,3rd
203,53,4th
144,101,5th
165,60,1st
150,86,4th
196,64,3rd
135,79,6th
183,74,1st
195,92,1st
188,55,4th
163,67,2nd
142,101,5th
179,73,1st
191,79,1st
164,56,1st
196,89,1st
146,57,4th
194,72,2nd
153,71,4th
186,50,4th
140,80,6th
202,75,3rd
187,70,1st
187,87,1st
144,51,5th
205,69,4th
195,77,1st
154,105,4th
201,106,2nd
189,91,2nd
200,46,4th
192,60,3rd
144,70,5th
205,92,4th
184,49,4th
191,49,4th
175,79,2nd
143,80,5th
144,97,5th
204,54,4th
191,99,2nd
178,105,3rd
162,99,4th
155,96,4th
166,54,2nd
152,65,4th
190,50,4th
182,62,2nd
201,46,4th
202,68,3rd
176,45,4th
181,52,4th
205,53,4th
153,66,4th
159,76,3rd
150,110,4th
166,92,3rd
166,107,4th
180,93,2nd
156,64,4th
177,73,1st
160,109,4th
193,83,1st
177,49,4th
177,67,1st
144,52,5th
187,70,1st
179,99,3rd
139,61,6th
165,52,2nd
164,91,3rd
152,82,4th
143,64,5th
139,97,6th
143,89,5th
185,104,3rd
138,93,6th
136,48,6th
182,59,3rd
148,76,4th
144,66,5th
159,65,2nd
164,59,1st
206,88,4th
152,49,4th
187,60,3rd
166,69,2nd
172,66,1st
205,67,4th
201,88,1st
153,54,4th
165,90,3rd
140,51,6th
166,108,4th
191,88,1st
162,60,1st
164,67,1st
171,78,2nd
180,89,2nd
144,106,5th
148,108,4th
204,48,4th
162,80,3rd
198,47,4th
190,70,2nd
183,108,3rd
143,99,5th
202,67,3rd
170,106,4th
205,66,4th
188,68,2nd
136,75,6th
179,75,1st
164,102,4th
147,68,4th
172,67,1st
144,104,5th
175,49,3rd
138,46,6th
202,78,2nd
205,101,4th
164,54,1st
180,75,1st
203,46,4th
189,79,1st
151,99,4th
135,60,6th
158,92,4th
170,61,1st
143,82,5th
156,59,4th
149,85,4th
144,94,5th
145,92,5th
197,60,4th
206,63,4th
149,75,4th
173,89,2nd
198,56,4th
151,93,4th
163,104,4th
175,76,1st
141,83,5th
172,47,4th
204,59,4th
204,80,4th
192,82,1st
156,110,4th
202,105,2nd
186,52,4th
142,105,5th
143,63,5th
191,66,3rd
186,81,1st
169,100,4th
153,56,4th
146,66,4th
146,76,4th
141,48,5th
152,72,4th
140,90,6th
186,62,3rd
187,93,2nd
135,51,6th
189,77,1st
193,102,2nd
184,88,2nd
172,61,1st
146,79,4th
173,75,2nd
185,64,2nd
203,54,4th
180,89,2nd
195,49,4th
155,58,4th
166,66,1st
143,105,5th
176,105,3rd
201,48,4th
144,96,5th
152,69,4th
137,51,6th
154,69,4th
193,110,2nd
157,62,4th
175,93,3rd
136,82,6th
172,67,1st
158,46,4th
193,82,1st
190,50,4th
141,65,5th
153,82,4th
156,99,4th
173,55,3rd
190,102,2nd
202,69,3rd
182,89,2nd
157,87,4th
140,102,6th
181,70,1st
141,67,5th
197,65,3rd
150,48,4th
189,81,1st
184,65,2nd
194,91,1st
199,91,1st
203,77,2nd
187,85,1st
166,65,1st
178,47,4th
160,101,4th
171,110,4th
155,94,4th
203,110,2nd
180,87,2nd
153,100,4th
182,69,1st
154,45,4th
201,65,3rd
175,59,2nd
186,102,2nd
173,84,2nd
202,82,1st
140,100,6th
165,49,3rd
195,53,4th
191,52,4th
192,67,3rd
150,88,4th
136,59,6th
182,60,3rd
177,90,2nd
202,67,3rd
146,64,4th
191,69,2nd
166,45,3rd
165,83,3rd
150,101,4th
166,104,4th
170,94,3rd
188,71,1st
135,100,6th
201,106,2nd
183,52,4th
178,51,3rd
148,76,4th
195,67,3rd
145,88,5th
172,88,2nd
144,105,5th
157,95,4th
196,58,4th
196,76,2nd
150,51,4th
171,66,1st
166,57,1st
180,60,2nd
171,56,2nd
160,99,4th
183,77,1st
174,93,3rd
186,72,1st
175,82,2nd
200,93,1st
135,72,6th
190,92,2nd
182,48,4th
158,91,4th
157,62,4th
189,72,1st
140,62,6th
158,82,4th
201,74,3rd
153,45,4th
175,87,2nd
178,52,3rd
144,53,5th
168,91,3rd
186,75,1st
186,92,2nd
156,108,4th
136,88,6th
181,57,3rd
183,104,3rd
168,105,4th
174,81,2nd
168,84,2nd
150,105,4th
137,103,6th
183,76,1st
172,53,3rd
198,47,4th
187,69,2nd
166,64,1st
195,95,1st
140,94,6th
149,53,4th
177,110,4th
206,101,4th
184,106,3rd
163,58,1st
181,86,2nd
173,88,2nd
172,60,1st
165,52,2nd
182,84,2nd
200,70,3rd
174,66,1st
139,99,6th
206,110,4th
171,73,1st
138,80,6th
189,69,2nd
188,46,4th
142,66,5th
200,52,4th
177,56,3rd
158,80,4th
163,70,2nd
140,93,6th
147,92,4th
171,57,2nd
172,69,1st
196,83,1st
201,110,2nd
182,64,2nd
179,100,3rd
140,83,6th
144,64,5th
195,77,1st
169,92,3rd
160,91,4th
137,86,6th
204,71,4th
137,84,6th
204,53,4th
182,96,2nd
172,102,3rd
167,95,3rd
169,100,4th
166,64,1st
139,65,6th
145,46,5th
138,58,6th
149,60,4th
142,53,5th
176,77,1st
163,79,2nd
197,93,1st
187,100,2nd
137,65,6th
201,52,4th
147,100,4th
190,79,1st
165,48,3rd
181,97,2nd
182,72,1st
184,85,2nd
194,62,3rd
171,107,4th
188,84,1st
180,61,2nd
165,93,3rd
167,106,4th
152,57,4th
181,64,2nd
170,54,2nd
154,82,4th
187,63,3rd
171,60,1st
146,92,4th
191,64,3rd
178,46,4th
186,107,3rd
169,101,4th
136,85,6th
141,110,5th
159,61,1st
202,64,4th
203,97,1st
175,108,4th
168,68,1st
161,68,2nd
146,109,4th
162,83,3rd
187,59,3rd
182,52,4th
163,45,3rd
196,76,2nd
173,89,2nd
142,98,5th
147,65,4th
185,96,2nd
151,102,4th
137,93,6th
203,85,1st
145,98,5th
188,78,1st
179,82,2nd
147,103,4th
163,104,4th
201,109,2nd
141,106,5th
187,87,1st
202,70,3rd
150,87,4th
191,81,1st
187,81,1st
152,79,4th
137,55,6th
193,76,1st
168,66,1st
137,82,6th
171,97,3rd
143,61,5th
179,52,3rd
170,107,4th
184,50,4th
153,79,4th
192,65,3rd
176,50,3rd
143,58,5th
183,81,1st
153,86,4th
168,53,2nd
184,52,4th
170,56,2nd
204,74,4th
191,90,1st
155,76,4th
177,96,3rd
150,73,4th
143,64,5th
148,66,4th
195,104,2nd
182,91,2nd
158,65,4th
182,51,4th
199,88,1st
142,96,5th
193,46,4th
172,87,2nd
147,62,4th
151,56,4th
156,56,4th
182,96,2nd
161,107,4th
177,86,2nd
153,87,4th
169,108,4th
172,105,4th
175,99,3rd
148,71,4th
169,66,1st
158,103,4th
141,101,5th
158,48,4th
200,54,4th
138,108,6th
197,80,1st
169,86,3rd
178,49,4th
136,96,6th
160,105,4th
206,50,4th
149,75,4th
191,107,2nd
150,65,4th
161,101,4th
138,72,6th
160,75,2nd
173,63,1st
155,101,4th
192,100,2nd
197,80,1st
146,95,4th
189,107,2nd
191,107,2nd
144,47,5th
190,77,1st
205,106,4th
165,88,3rd
145,94,5th
139,94,6th
171,46,4th
187,87,1st
188,60,3rd
175,59,2nd
160,105,4th
203,106,2nd
172,85,2nd
188,48,4th
170,92,3rd
173,69,1st
139,110,6th
149,106,4th
162,55,1st
168,83,2nd
183,80,1st
158,87,4th
145,89,5th
155,110,4th
166,52,2nd
159,60,1st
195,108,2nd
171,86,2nd
185,96,2nd
141,87,5th
197,96,1st
190,51,4th
156,56,4th
184,91,2nd
152,83,4th
180,102,3rd
145,60,5th
152,77,4th
161,60,1st
153,97,4th
148,96,4th
185,79,1st
200,98,1st
172,108,4th
155,58,4th
198,63,3rd
149,53,4th
165,92,3rd
150,99,4th
180,67,1st
174,101,3rd
204,49,4th
192,103,2nd
146,71,4th
153,96,4th
196,61,4th
151,81,4th
166,93,3rd
149,97,4th
190,60,3rd
170,83,2nd
194,65,3rd
174,91,3rd
179,94,2nd
150,48,4th
205,57,4th
159,105,4th
136,88,6th
138,96,6th
161,60,1st
168,99,4th
136,84,6th
189,107,2nd
196,90,1st
171,53,3rd
189,66,3rd
135,89,6th
186,61,3rd
199,91,1st
145,62,5th
144,96,5th
162,78,2nd
188,69,2nd
186,101,2nd
137,61,6th
155,86,4th
138,61,6th
181,106,3rd
194,57,4th
180,55,3rd
199,95,1st
206,89,4th
138,67,6th
147,50,4th
146,59,4th
169,106,4th
196,106,2nd
173,63,1st
162,50,2nd
155,90,4th
177,49,4th
179,94,2nd
196,99,2nd
203,56,4th
165,54,2nd
163,60,1st
190,66,3rd
163,45,3rd
147,60,4th
137,68,6th
160,89,3rd
180,52,3rd
135,94,6th
138,102,6th
194,68,3rd
182,82,1st
152,107,4th
193,78,1st
189,59,3rd
181,87,2nd
156,56,4th
188,89,2nd
163,52,2nd
199,59,4th
198,45,4th
204,74,4th
169,52,3rd
136,70,6th
161,97,4th
197,68,3rd
142,56,5th
152,57,4th
169,84,2nd
189,76,1st
182,110,3rd
149,108,4th
175,94,3rd
153,76,4th
198,86,1st
193,98,2nd
174,83,2nd
139,101,6th
144,78,5th
193,81,1st
184,75,1st
151,99,4th
151,57,4th
158,57,4th
150,62,4th
162,104,4th
184,47,4th
198,52,4th
135,101,6th
172,82,2nd
201,84,1st
195,84,1st
201,52,4th
161,85,3rd
149,63,4th
153,53,4th
175,109,4th
169,109,4th
168,49,3rd
197,75,2nd
137,70,6th
144,80,5th
191,59,3rd
187,49,4th
197,105,2nd
174,104,3rd
137,98,6th
136,101,6th
137,84,6th
163,48,3rd
162,100,4th
175,97,3rd
183,82,1st
168,105,4th
146,54,4th
160,68,2nd
186,98,2nd
200,73,3rd
171,52,3rd
153,81,4th
198,110,2nd
152,79,4th
144,100,5th
189,74,1st
177,84,2nd
175,76,1st
149,86,4th
175,65,1st
148,104,4th
151,66,4th
181,102,3rd
178,73,1st
175,105,3rd
156,69,4th
160,61,1st
189,54,4th
187,59,3rd
150,68,4th
138,98,6th
181,100,3rd
135,93,6th
172,79,2nd
206,82,4th
187,84,1st
143,89,5th
181,84,2nd
205,60,4th
150,82,4th
161,63,1st
204,73,4th
186,104,3rd
142,76,5th
164,105,4th
171,72,1st
158,72,4th
174,54,3rd
202,53,4th
146,106,4th
201,45,4th
182,90,2nd
183,59,3rd
167,64,1st
185,49,4th
152,86,4th
194,90,1st
152,77,4th
